right_hand_wrist_x,right_hand_wrist_y,right_hand_wrist_z,right_hand_thumb_cmc_x,right_hand_thumb_cmc_y,right_hand_thumb_cmc_z,right_hand_thumb_mcp_x,right_hand_thumb_mcp_y,right_hand_thumb_mcp_z,right_hand_thumb_ip_x,right_hand_thumb_ip_y,right_hand_thumb_ip_z,right_hand_thumb_tip_x,right_hand_thumb_tip_y,right_hand_thumb_tip_z,right_hand_index_finger_mcp_x,right_hand_index_finger_mcp_y,right_hand_index_finger_mcp_z,right_hand_index_finger_pip_x,right_hand_index_finger_pip_y,right_hand_index_finger_pip_z,right_hand_index_finger_dip_x,right_hand_index_finger_dip_y,right_hand_index_finger_dip_z,right_hand_index_finger_tip_x,right_hand_index_finger_tip_y,right_hand_index_finger_tip_z,right_hand_middle_finger_mcp_x,right_hand_middle_finger_mcp_y,right_hand_middle_finger_mcp_z,right_hand_middle_finger_pip_x,right_hand_middle_finger_pip_y,right_hand_middle_finger_pip_z,right_hand_middle_finger_dip_x,right_hand_middle_finger_dip_y,right_hand_middle_finger_dip_z,right_hand_middle_finger_tip_x,right_hand_middle_finger_tip_y,right_hand_middle_finger_tip_z,right_hand_ring_finger_mcp_x,right_hand_ring_finger_mcp_y,right_hand_ring_finger_mcp_z,right_hand_ring_finger_pip_x,right_hand_ring_finger_pip_y,right_hand_ring_finger_pip_z,right_hand_ring_finger_dip_x,right_hand_ring_finger_dip_y,right_hand_ring_finger_dip_z,right_hand_ring_finger_tip_x,right_hand_ring_finger_tip_y,right_hand_ring_finger_tip_z,right_hand_pinky_mcp_x,right_hand_pinky_mcp_y,right_hand_pinky_mcp_z,right_hand_pinky_pip_x,right_hand_pinky_pip_y,right_hand_pinky_pip_z,right_hand_pinky_dip_x,right_hand_pinky_dip_y,right_hand_pinky_dip_z,right_hand_pinky_tip_x,right_hand_pinky_tip_y,right_hand_pinky_tip_z
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-292.8398363204211,19.96719894582435,1095.940168008123,-272.51762580897724,2.260449982955753,1119.4121557333588,-256.9825995080251,-6.021892377597706,1135.2357137484157,-242.44333245114336,-9.926293798009521,1121.2331165332835,-291.4453648155301,-25.186434719289853,1099.1711134780421,-262.79557172553496,-26.77795017005664,1115.113136305868,-244.38547333462293,-22.01155954193339,1091.0898103968286,-230.20615351075978,-16.91045328281696,1062.221207734894,-306.4186965028181,-14.282428172926789,1098.242139279533,-266.1601933634206,-6.500939659708184,1108.9023139880387,-245.63537068001267,3.829887132612657,1075.0441138347217,-232.5723828179231,11.288221971987943,1043.3905503116096,-317.3278866681526,2.7563425690484986,1099.2826962686272,-279.3766317443196,14.953433585000742,1113.1105646652318,-259.1400103927879,21.133200583815082,1066.5888020326402,-246.52941191631734,24.20488196136119,1022.699157358826,-324.13260783804526,22.80819937208706,1098.234494698645,-293.3711361924196,33.64046379480959,1108.849999010682,-276.7580852095543,36.52995667910428,1073.2645310451142,-266.13705139740415,37.32300926131177,1032.3363237937115
,,,-283.9024456613812,13.804081377901191,1146.383598645995,-262.3472408326712,-4.9258341787794535,1140.802047205264,-246.39997165750395,-14.263983409766157,1133.7886328108975,-231.68726743042268,-19.842638685209433,1115.152829235889,-283.66226435610014,-32.64361006937516,1132.4593948919737,-255.53319067300936,-34.980963566297206,1140.036289235378,-238.38947699914505,-31.72077256640125,1095.3454076223222,-225.69370811422755,-28.552906271119447,1050.2543990074487,-298.08161447081505,-22.542217638071897,1131.1054274103867,-256.8111706613514,-14.712087662387477,1137.2790028477611,-236.52919034210007,-5.4389024785931515,1079.0274871846902,-224.29892553300456,0.5555728169693689,1027.7976488288584,-307.83429088750074,-6.069029737737917,1130.2269940643557,-268.7236627291822,5.492867088529417,1134.3277794265068,-247.53668627314883,11.627327371507395,1075.7974225199691,-234.24078219534957,15.037104045401907,1027.1908401874075,-313.598522459991,13.598753226801058,1129.26578845228,-281.19405745726135,23.269319322030263,1125.6686043996574,-264.0547362679033,25.919385581017952,1085.078679902497,-252.98210984989214,27.104586740890433,1046.0112181086379
,,,-274.16855855466986,2.1224857456005166,1162.422036200977,-251.37699542347485,-17.116789207613202,1165.371651189752,-232.56618819567132,-24.55211914207296,1166.2587477275956,-217.39809015530778,-28.013059726425837,1150.7897474674564,-280.83302342831405,-43.881035348983744,1163.5176166027727,-253.25209223678016,-48.35080663833337,1155.0237759790261,-234.64545908129395,-45.04307849719045,1120.3671494476507,-220.3065980733806,-41.79140859722449,1086.0617165120598,-294.3310485054116,-30.754103330391153,1160.8138202091577,-253.74755064932228,-25.634345183018485,1143.1862999019504,-231.12863350241972,-18.06214350220997,1099.3988535995522,-216.46260797940806,-12.403948471750642,1062.62729875789,-301.9151919841948,-12.550925025082934,1158.390334155611,-262.3308109067864,-3.825044590952673,1146.092702441831,-239.2947928721248,1.9280278667594912,1105.458632722009,-224.40180964935797,6.060838676230901,1068.8189526208375,-304.8049779472742,7.688249861650078,1155.6063456955353,-272.60421895000275,14.974189423939883,1150.2934449822385,-254.13293937339523,17.238059777563926,1121.5268208232965,-241.80822618234777,18.86108151092105,1090.2011088193856
,,,-270.7530689134201,-4.23494078818729,1184.0062329879368,-246.92307269422793,-23.95304739831789,1170.576891042309,-226.31068409436057,-31.353563509021093,1162.026363631493,-210.74436473224935,-35.15623605950937,1152.6663310315598,-280.77684571220726,-51.078206841294254,1168.1601138030585,-254.62764788527997,-58.41136097553961,1124.5588948154739,-233.57215344812812,-56.30745034491006,1122.4203264090418,-215.45825629603112,-52.480790455409256,1124.177246569328,-292.95796906390024,-37.02741576248634,1165.4730974468623,-254.344535794758,-35.87297397928858,1114.5201690935235,-227.85574959360426,-29.12856658389247,1111.7944997143668,-208.19004226833732,-21.90083304849294,1113.1822758963963,-299.02246601392875,-18.233915161950684,1163.61288445616,-259.57320068637046,-13.874465094730699,1125.1444316213012,-233.63309418477422,-6.812115693939232,1125.6393118597648,-214.8601675107405,-0.19016891379523518,1125.4456858665535,-300.3298507713144,2.176371222311898,1161.5686550639211,-268.043280373787,5.773121759845877,1139.8418542310492,-247.6584968631551,9.189635806839286,1141.1903212252473,-232.67922716867696,12.852078030014578,1140.7337798918738
,,,-272.3149436428431,-7.877021378414356,1216.2591060673897,-249.9208833045096,-28.592070111705326,1205.7858314112425,-230.32223634282812,-37.62670869188894,1193.5427345373291,-214.6782216620536,-42.91191731120462,1174.9200886056615,-284.28565437223654,-56.06822432473935,1190.8990779250926,-257.096200684108,-64.74816612620569,1156.7782169538484,-236.17269241862908,-64.26776744824008,1148.046571199455,-218.14855913784695,-61.7796068369171,1143.8811737985807,-295.43945692677386,-41.67378432350006,1183.5262678035547,-254.06291875612112,-43.17124513822264,1136.906793731265,-227.03373408908718,-37.6990692366319,1130.4944954305176,-207.1259839027782,-31.41398795386305,1128.649019799076,-300.2365454385066,-22.29767442394424,1178.111011511046,-257.8549670029198,-20.364967467236447,1145.8327380680112,-231.3825415081446,-14.884702673494823,1144.724238387112,-212.21892723191792,-9.170536151363272,1143.3089700028731,-300.2769928253277,-1.4169608539904202,1174.762572552962,-266.2034367414833,0.04315810310104095,1158.3707510277031,-245.45379447103466,2.174552673100579,1158.6710817455573,-230.0441366438911,5.19695889613962,1157.6810668180292
