left_hand_wrist_x,left_hand_wrist_y,left_hand_wrist_z,left_hand_thumb_cmc_x,left_hand_thumb_cmc_y,left_hand_thumb_cmc_z,left_hand_thumb_mcp_x,left_hand_thumb_mcp_y,left_hand_thumb_mcp_z,left_hand_thumb_ip_x,left_hand_thumb_ip_y,left_hand_thumb_ip_z,left_hand_thumb_tip_x,left_hand_thumb_tip_y,left_hand_thumb_tip_z,left_hand_index_finger_mcp_x,left_hand_index_finger_mcp_y,left_hand_index_finger_mcp_z,left_hand_index_finger_pip_x,left_hand_index_finger_pip_y,left_hand_index_finger_pip_z,left_hand_index_finger_dip_x,left_hand_index_finger_dip_y,left_hand_index_finger_dip_z,left_hand_index_finger_tip_x,left_hand_index_finger_tip_y,left_hand_index_finger_tip_z,left_hand_middle_finger_mcp_x,left_hand_middle_finger_mcp_y,left_hand_middle_finger_mcp_z,left_hand_middle_finger_pip_x,left_hand_middle_finger_pip_y,left_hand_middle_finger_pip_z,left_hand_middle_finger_dip_x,left_hand_middle_finger_dip_y,left_hand_middle_finger_dip_z,left_hand_middle_finger_tip_x,left_hand_middle_finger_tip_y,left_hand_middle_finger_tip_z,left_hand_ring_finger_mcp_x,left_hand_ring_finger_mcp_y,left_hand_ring_finger_mcp_z,left_hand_ring_finger_pip_x,left_hand_ring_finger_pip_y,left_hand_ring_finger_pip_z,left_hand_ring_finger_dip_x,left_hand_ring_finger_dip_y,left_hand_ring_finger_dip_z,left_hand_ring_finger_tip_x,left_hand_ring_finger_tip_y,left_hand_ring_finger_tip_z,left_hand_pinky_mcp_x,left_hand_pinky_mcp_y,left_hand_pinky_mcp_z,left_hand_pinky_pip_x,left_hand_pinky_pip_y,left_hand_pinky_pip_z,left_hand_pinky_dip_x,left_hand_pinky_dip_y,left_hand_pinky_dip_z,left_hand_pinky_tip_x,left_hand_pinky_tip_y,left_hand_pinky_tip_z
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-54.49207831716622,183.08703474349056,806.6780341867648,-87.98512057590285,172.72076696402837,810.224759326579,-123.25858361486617,179.85149649133095,799.1089871194664,-149.10611819597557,202.3108685404276,807.6627436221693,-165.76670425281634,225.24981214353159,825.1777589864579,-128.03157236375606,195.72937916675843,791.0203869505274,-163.02410083174,212.33619449794816,757.8701642121746,-178.01671267322348,222.76080823694235,741.894334129361,-185.89753404122925,228.30602233866804,725.5579084209425,-114.82787919476414,217.4450513853966,793.4576007978155,-155.27324468327447,237.63977594544295,758.912707541336,-171.58792832844935,242.83303276108174,732.7900754752798,-179.76760968298413,243.0892630442709,710.5637420274738,-99.842936758711,235.3248166160079,795.5322937262306,-134.4841941325439,252.33310273449842,759.5396640661502,-150.17238820336442,255.2517555025624,732.3202019514276,-159.63452483280702,253.87566942470482,709.6531557929983,-84.84491001491095,249.27790463677965,796.1954802570973,-109.37894694176268,263.3551882393697,768.3428315543518,-121.728408785343,266.46445250793005,748.1232888868597,-130.82376243441885,265.981259473067,731.1698631568433
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.94362933829856,216.79003151719763,974.9522051217051,-3.853272467011784,237.03434357947893,1014.4263111505638,-32.87907899206497,266.98230161979,1053.353611980815,-62.49749326883768,283.9733609866709,1052.9670797095603,-85.29205892208901,293.6358731872756,1055.9677349662168,-42.82067519016934,242.5668604152324,925.9312456698809,-81.50264725346854,236.0934532290042,838.873069706904,-91.43189628808692,238.52757365546344,834.0060379982173,-93.91682054945447,248.70606078312093,854.9815530669508,-48.80998370548512,228.50763801412978,864.1842152924432,-87.83855539985689,231.38596943550323,789.8167349125739,-98.13536085405944,238.5432997937446,795.5992110638429,-101.17576524428698,250.08320946858285,822.4617845621386,-52.655655235053715,216.76915848504868,824.5208449590491,-87.56437047616411,219.6615124447887,764.5894619787892,-94.32364950967627,227.7283093522785,773.1427590346002,-94.68658122656373,240.3662252439146,801.4528369989818,-55.18041721210156,205.80604589750504,801.2115782091771,-81.27836600735408,208.0182640085828,760.4066641320809,-90.1822198732996,212.5981702066775,755.929518541055,-94.25039379379704,220.18889832227651,764.9500406646343
33.92175692575901,217.9509622735719,992.3302753321581,-4.6856344701259856,201.11012097559774,973.8441587074768,-40.164148218490226,204.71598794177766,972.8764785624865,-73.8506027639301,209.19604431239497,953.2139788403905,-99.01783744692084,211.9551459183308,942.187692030315,-37.02029230999081,213.99168970246305,893.0690228828742,-68.74850011224409,208.52146000990734,815.1752464489381,-78.57699728441482,210.56285738187972,802.4265158839412,-82.81851946841121,217.55097860035673,807.179551086558,-28.41377318789785,230.33711269532026,887.6937728652581,-66.17815978561441,231.11283429547913,812.0221787382959,-78.7302744740099,236.25566420759108,808.0673984663607,-84.42724295669129,245.91688694359118,823.6637944527023,-18.422746180168826,245.98953496113384,897.0830310689403,-52.80162674986964,252.44298006801725,841.5654622210648,-66.06642842257878,256.48723382257134,834.4019113838802,-72.99269082891944,264.67439656246415,847.7925575067579,-7.995719963375534,260.45293599486195,918.0183775361528,-33.7245226657225,273.6168158670986,887.758116081604,-44.05787966341582,280.17946384384976,883.7103382877785,-50.486184384477525,287.3873610898016,891.9177710925504
49.63196468716497,221.2113057942552,1026.1532347386983,17.943973111957188,204.74747596277726,1021.4067061861535,-18.91126276122487,203.11129213049904,1007.3443596178658,-49.751432976526075,208.52541721416765,995.4786589986476,-73.8579594933001,210.0274399315584,988.6232120973978,-5.145395113411587,218.2143112808658,951.164972833681,-23.775372388464,217.57706463779837,901.5126153454004,-33.17917638855017,219.9061175930624,890.7464268189415,-39.40165946943306,226.00373226875672,888.9919970371644,2.374821588466035,236.54625198267007,948.9882357421639,-23.257720480689635,239.8063727235681,892.8995780538594,-40.22503991504102,243.17592999074128,871.6773501767838,-53.1328669256286,249.06324377405815,861.3862103375038,9.308497010197677,253.04540629926103,957.9722843228785,-16.394917833634786,261.0009041313599,914.3754463480599,-33.550190434976216,265.78516740520774,892.1778596363628,-47.30818555925307,271.848192514116,882.0017381372721,15.460779676204224,267.96527505533226,976.9934039059306,-4.658932497936909,283.11684402484997,957.8512647027771,-18.143277939492666,289.71897751135197,941.9030241886113,-30.300940071766032,295.77022221144483,931.1598618612937
56.69337594059344,227.50165710313308,1054.431853243442,31.743827098747925,209.9069746852037,1056.6396419160885,-3.3333181530037317,202.17660258140245,1032.9030866942549,-32.52389217831197,202.3061767033126,1017.7905990566488,-54.94114689399092,201.2231968833451,1012.6379137411126,18.531732479864072,226.35343953551853,1006.1293642834548,5.115559180168782,231.61885987841535,983.1858515814781,-5.430471352093208,238.33154867000613,981.8474477541414,-16.060051298944035,242.66456049628033,968.0422709372549,24.546078178456337,246.39562772932865,1008.4356120415185,2.8539734175550233,258.1050275365246,981.945932576865,-15.7165413792372,263.8016634640224,964.1409285257307,-31.04322520964884,266.21425425808326,939.9599075954281,27.901166626132866,263.4429765090962,1016.0556284778152,5.632110555472243,276.5435313236632,989.8250755312141,-12.207647661229448,282.99648228875236,972.8727591789874,-27.739885374805887,285.23632872842995,951.4573903105324,28.71461784949921,277.590940307873,1027.8749433249102,9.699317413902612,290.31502068206555,1005.6203595886776,-3.0606332351937917,296.8716040876044,991.8153434606866,-15.214766930827118,300.41307223449894,976.5161796599655
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
